PA,AG,SX,PP
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,0
Western Water Catchment,0_to_4,Males,10
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,0
Western Water Catchment,0_to_4,Females,20
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,0
Western Water Catchment,5_to_9,Males,30
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,0
Western Water Catchment,5_to_9,Females,20
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,0
Western Water Catchment,10_to_14,Males,10
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,0
Western Water Catchment,10_to_14,Females,20
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,0
Western Water Catchment,15_to_19,Males,10
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,0
Western Water Catchment,15_to_19,Females,10
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,0
Western Water Catchment,20_to_24,Males,20
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,0
Western Water Catchment,20_to_24,Females,70
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,0
Western Water Catchment,25_to_29,Males,20
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,0
Western Water Catchment,25_to_29,Females,20
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,0
Western Water Catchment,30_to_34,Males,20
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,0
Western Water Catchment,30_to_34,Females,20
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,0
Western Water Catchment,35_to_39,Males,30
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,0
Western Water Catchment,35_to_39,Females,30
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,0
Western Water Catchment,40_to_44,Males,20
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,0
Western Water Catchment,40_to_44,Females,30
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,0
Western Water Catchment,45_to_49,Males,30
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,0
Western Water Catchment,45_to_49,Females,30
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,0
Western Water Catchment,50_to_54,Males,20
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,0
Western Water Catchment,50_to_54,Females,20
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,0
Western Water Catchment,55_to_59,Males,20
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,0
Western Water Catchment,55_to_59,Females,20
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,0
Western Water Catchment,60_to_64,Males,20
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,0
Western Water Catchment,60_to_64,Females,20
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,0
Western Water Catchment,65_to_69,Males,10
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,0
Western Water Catchment,65_to_69,Females,10
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Males,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,70_to_74,Females,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Males,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,75_to_79,Females,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Males,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,80_to_84,Females,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Males,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,85_to_89,Females,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Males,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Western Water Catchment,90_and_over,Females,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Males,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,0_to_4,Females,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Males,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,0
Woodlands,5_to_9,Females,10
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Males,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,10_to_14,Females,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Males,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,0
Woodlands,15_to_19,Females,10
Woodlands,20_to_24,Males,0
Woodlands,20_to_24,Males,0
Woodlands,20_to_24,Males,0
Woodlands,20_to_24,Males,0
